"Origin","Date","Price","Units"
"acp_bananas",2000-09-22,0.41,"£/kg"
"eu_bananas",2000-09-22,0.37,"£/kg"
"belize",2000-09-22,0.44,"£/kg"
"cameroon",2000-09-22,0.44,"£/kg"
"colombia",2000-09-22,0.55,"£/kg"
"costa_rica",2000-09-22,0.55,"£/kg"
"dominican_republic",2000-09-22,0.55,"£/kg"
"ecuador",2000-09-22,0.48,"£/kg"
"martinique",2000-09-22,0.55,"£/kg"
"panama",2000-09-22,0.55,"£/kg"
"surinam",2000-09-22,0.42,"£/kg"
"windward_isles",2000-09-22,0.33,"£/kg"
"guatemala",2000-09-22,0.39,"£/kg"
"guadeloupe",2000-09-22,0.33,"£/kg"
"venezuela",2000-09-22,0.42,"£/kg"
"brazil",2000-09-22,0.44,"£/kg"
"dollar_bananas",2000-09-15,0.49,"£/kg"
"acp_bananas",2000-09-15,0.46,"£/kg"
"eu_bananas",2000-09-15,0.48,"£/kg"
"cameroon",2000-09-15,0.55,"£/kg"
"colombia",2000-09-15,0.55,"£/kg"
"costa_rica",2000-09-15,0.55,"£/kg"
"ecuador",2000-09-15,0.55,"£/kg"
"martinique",2000-09-15,0.55,"£/kg"
"panama",2000-09-15,0.55,"£/kg"
"windward_isles",2000-09-15,0.44,"£/kg"
"guatemala",2000-09-15,0.48,"£/kg"
"guadeloupe",2000-09-15,0.48,"£/kg"
"brazil",2000-09-15,0.48,"£/kg"
"dollar_bananas",2000-09-08,0.44,"£/kg"
"acp_bananas",2000-09-08,0.4,"£/kg"
"eu_bananas",2000-09-08,0.42,"£/kg"
"belize",2000-09-08,0.44,"£/kg"
"cameroon",2000-09-08,0.44,"£/kg"
"colombia",2000-09-08,0.48,"£/kg"
"costa_rica",2000-09-08,0.55,"£/kg"
"dominican_republic",2000-09-08,0.44,"£/kg"
"ecuador",2000-09-08,0.44,"£/kg"
"ivory_coast",2000-09-08,0.44,"£/kg"
"martinique",2000-09-08,0.48,"£/kg"
"panama",2000-09-08,0.44,"£/kg"
"surinam",2000-09-08,0.42,"£/kg"
"windward_isles",2000-09-08,0.42,"£/kg"
"guatemala",2000-09-08,0.48,"£/kg"
"guadeloupe",2000-09-08,0.4,"£/kg"
"st_vincent",2000-09-08,0.35,"£/kg"
"brazil",2000-09-08,0.48,"£/kg"
"dollar_bananas",2000-09-01,0.41,"£/kg"
"acp_bananas",2000-09-01,0.38,"£/kg"
"eu_bananas",2000-09-01,0.38,"£/kg"
"belize",2000-09-01,0.48,"£/kg"
"cameroon",2000-09-01,0.44,"£/kg"
"colombia",2000-09-01,0.48,"£/kg"
"costa_rica",2000-09-01,0.48,"£/kg"
"dominican_republic",2000-09-01,0.48,"£/kg"
"ecuador",2000-09-01,0.4,"£/kg"
"ivory_coast",2000-09-01,0.44,"£/kg"
"martinique",2000-09-01,0.44,"£/kg"
"panama",2000-09-01,0.4,"£/kg"
"windward_isles",2000-09-01,0.37,"£/kg"
"st_vincent",2000-09-01,0.35,"£/kg"
"brazil",2000-09-01,0.39,"£/kg"
"dollar_bananas",2000-08-25,0.44,"£/kg"
"acp_bananas",2000-08-25,0.41,"£/kg"
"eu_bananas",2000-08-25,0.29,"£/kg"
"belize",2000-08-25,0.53,"£/kg"
"cameroon",2000-08-25,0.44,"£/kg"
"colombia",2000-08-25,0.51,"£/kg"
"costa_rica",2000-08-25,0.53,"£/kg"
"dominican_republic",2000-08-25,0.62,"£/kg"
"ecuador",2000-08-25,0.44,"£/kg"
"martinique",2000-08-25,0.33,"£/kg"
"panama",2000-08-25,0.44,"£/kg"
"brazil",2000-08-25,0.42,"£/kg"
"dollar_bananas",2000-08-18,0.44,"£/kg"
"acp_bananas",2000-08-18,0.35,"£/kg"
"eu_bananas",2000-08-18,0.36,"£/kg"
"belize",2000-08-18,0.33,"£/kg"
"cameroon",2000-08-18,0.48,"£/kg"
"colombia",2000-08-18,0.51,"£/kg"
"costa_rica",2000-08-18,0.48,"£/kg"
"dominican_republic",2000-08-18,0.37,"£/kg"
"ecuador",2000-08-18,0.51,"£/kg"
"honduras",2000-08-18,0.33,"£/kg"
"jamaica",2000-08-18,0.48,"£/kg"
"martinique",2000-08-18,0.48,"£/kg"
"panama",2000-08-18,0.48,"£/kg"
"windward_isles",2000-08-18,0.29,"£/kg"
"brazil",2000-08-18,0.48,"£/kg"
"dollar_bananas",2000-08-11,0.48,"£/kg"
"acp_bananas",2000-08-11,0.35,"£/kg"
"eu_bananas",2000-08-11,0.38,"£/kg"
"belize",2000-08-11,0.44,"£/kg"
"cameroon",2000-08-11,0.44,"£/kg"
"costa_rica",2000-08-11,0.55,"£/kg"
"ecuador",2000-08-11,0.55,"£/kg"
"honduras",2000-08-11,0.55,"£/kg"
"jamaica",2000-08-11,0.55,"£/kg"
"martinique",2000-08-11,0.55,"£/kg"
"panama",2000-08-11,0.57,"£/kg"
"surinam",2000-08-11,0.35,"£/kg"
"windward_isles",2000-08-11,0.37,"£/kg"
"guadeloupe",2000-08-11,0.32,"£/kg"
"brazil",2000-08-11,0.49,"£/kg"
"dollar_bananas",2000-08-04,0.47,"£/kg"
"acp_bananas",2000-08-04,0.47,"£/kg"
"eu_bananas",2000-08-04,0.44,"£/kg"
"cameroon",2000-08-04,0.55,"£/kg"
"colombia",2000-08-04,0.55,"£/kg"
"costa_rica",2000-08-04,0.55,"£/kg"
"ecuador",2000-08-04,0.55,"£/kg"
"ivory_coast",2000-08-04,0.55,"£/kg"
"martinique",2000-08-04,0.55,"£/kg"
"panama",2000-08-04,0.55,"£/kg"
"surinam",2000-08-04,0.42,"£/kg"
"guadeloupe",2000-08-04,0.42,"£/kg"
"brazil",2000-08-04,0.49,"£/kg"
"dollar_bananas",2000-07-28,0.47,"£/kg"
"acp_bananas",2000-07-28,0.47,"£/kg"
"eu_bananas",2000-07-28,0.44,"£/kg"
"cameroon",2000-07-28,0.55,"£/kg"
"colombia",2000-07-28,0.55,"£/kg"
"costa_rica",2000-07-28,0.55,"£/kg"
"ecuador",2000-07-28,0.55,"£/kg"
"ivory_coast",2000-07-28,0.55,"£/kg"
"martinique",2000-07-28,0.55,"£/kg"
"panama",2000-07-28,0.55,"£/kg"
"surinam",2000-07-28,0.42,"£/kg"
"guadeloupe",2000-07-28,0.42,"£/kg"
"brazil",2000-07-28,0.49,"£/kg"
"dollar_bananas",2000-07-21,0.45,"£/kg"
"acp_bananas",2000-07-21,0.45,"£/kg"
"eu_bananas",2000-07-21,0.44,"£/kg"
"cameroon",2000-07-21,0.55,"£/kg"
"colombia",2000-07-21,0.55,"£/kg"
"costa_rica",2000-07-21,0.55,"£/kg"
"ecuador",2000-07-21,0.55,"£/kg"
"honduras",2000-07-21,0.44,"£/kg"
"ivory_coast",2000-07-21,0.55,"£/kg"
"martinique",2000-07-21,0.55,"£/kg"
"panama",2000-07-21,0.55,"£/kg"
"surinam",2000-07-21,0.42,"£/kg"
"windward_isles",2000-07-21,0.4,"£/kg"
"guadeloupe",2000-07-21,0.45,"£/kg"
"dollar_bananas",2000-07-14,0.47,"£/kg"
"acp_bananas",2000-07-14,0.46,"£/kg"
"eu_bananas",2000-07-14,0.49,"£/kg"
"belize",2000-07-14,0.48,"£/kg"
"cameroon",2000-07-14,0.55,"£/kg"
"costa_rica",2000-07-14,0.55,"£/kg"
"ecuador",2000-07-14,0.55,"£/kg"
"honduras",2000-07-14,0.55,"£/kg"
"jamaica",2000-07-14,0.55,"£/kg"
"martinique",2000-07-14,0.55,"£/kg"
"panama",2000-07-14,0.48,"£/kg"
"surinam",2000-07-14,0.45,"£/kg"
"windward_isles",2000-07-14,0.43,"£/kg"
"brazil",2000-07-14,0.55,"£/kg"
"dollar_bananas",2000-07-07,0.45,"£/kg"
"acp_bananas",2000-07-07,0.46,"£/kg"
"eu_bananas",2000-07-07,0.35,"£/kg"
"colombia",2000-07-07,0.44,"£/kg"
"costa_rica",2000-07-07,0.55,"£/kg"
"ecuador",2000-07-07,0.55,"£/kg"
"ivory_coast",2000-07-07,0.55,"£/kg"
"jamaica",2000-07-07,0.55,"£/kg"
"martinique",2000-07-07,0.37,"£/kg"
"panama",2000-07-07,0.37,"£/kg"
"surinam",2000-07-07,0.51,"£/kg"
"windward_isles",2000-07-07,0.39,"£/kg"
"guatemala",2000-07-07,0.39,"£/kg"
"brazil",2000-07-07,0.49,"£/kg"
"dollar_bananas",2000-06-30,0.45,"£/kg"
"acp_bananas",2000-06-30,0.42,"£/kg"
"eu_bananas",2000-06-30,0.39,"£/kg"
"cameroon",2000-06-30,0.55,"£/kg"
"colombia",2000-06-30,0.55,"£/kg"
"costa_rica",2000-06-30,0.55,"£/kg"
"dominican_republic",2000-06-30,0.44,"£/kg"
"ecuador",2000-06-30,0.55,"£/kg"
"ivory_coast",2000-06-30,0.55,"£/kg"
"martinique",2000-06-30,0.44,"£/kg"
"panama",2000-06-30,0.55,"£/kg"
"windward_isles",2000-06-30,0.41,"£/kg"
"guatemala",2000-06-30,0.39,"£/kg"
"brazil",2000-06-30,0.43,"£/kg"
"dollar_bananas",2000-06-23,0.46,"£/kg"
"acp_bananas",2000-06-23,0.43,"£/kg"
"eu_bananas",2000-06-23,0.39,"£/kg"
"cameroon",2000-06-23,0.44,"£/kg"
"colombia",2000-06-23,0.55,"£/kg"
"costa_rica",2000-06-23,0.55,"£/kg"
"dominican_republic",2000-06-23,0.48,"£/kg"
"ecuador",2000-06-23,0.55,"£/kg"
"honduras",2000-06-23,0.55,"£/kg"
"jamaica",2000-06-23,0.55,"£/kg"
"martinique",2000-06-23,0.44,"£/kg"
"windward_isles",2000-06-23,0.39,"£/kg"
"guatemala",2000-06-23,0.5,"£/kg"
"dollar_bananas",2000-06-16,0.5,"£/kg"
"acp_bananas",2000-06-16,0.49,"£/kg"
"eu_bananas",2000-06-16,0.5,"£/kg"
"belize",2000-06-16,0.55,"£/kg"
"cameroon",2000-06-16,0.66,"£/kg"
"colombia",2000-06-16,0.55,"£/kg"
"costa_rica",2000-06-16,0.68,"£/kg"
"dominican_republic",2000-06-16,0.55,"£/kg"
"ecuador",2000-06-16,0.66,"£/kg"
"honduras",2000-06-16,0.55,"£/kg"
"jamaica",2000-06-16,0.55,"£/kg"
"martinique",2000-06-16,0.55,"£/kg"
"surinam",2000-06-16,0.49,"£/kg"
"windward_isles",2000-06-16,0.49,"£/kg"
"guatemala",2000-06-16,0.48,"£/kg"
"venezuela",2000-06-16,0.33,"£/kg"
"st_vincent",2000-06-16,0.39,"£/kg"
"brazil",2000-06-16,0.52,"£/kg"
"dollar_bananas",2000-06-09,0.52,"£/kg"
"acp_bananas",2000-06-09,0.44,"£/kg"
"eu_bananas",2000-06-09,0.39,"£/kg"
"belize",2000-06-09,0.55,"£/kg"
"cameroon",2000-06-09,0.62,"£/kg"
"colombia",2000-06-09,0.66,"£/kg"
"costa_rica",2000-06-09,0.66,"£/kg"
"dominican_republic",2000-06-09,0.44,"£/kg"
"ecuador",2000-06-09,0.6,"£/kg"
"ivory_coast",2000-06-09,0.48,"£/kg"
"jamaica",2000-06-09,0.64,"£/kg"
"martinique",2000-06-09,0.44,"£/kg"
"panama",2000-06-09,0.62,"£/kg"
"surinam",2000-06-09,0.39,"£/kg"
"windward_isles",2000-06-09,0.39,"£/kg"
"guatemala",2000-06-09,0.62,"£/kg"
"venezuela",2000-06-09,0.33,"£/kg"
"st_vincent",2000-06-09,0.39,"£/kg"
"brazil",2000-06-09,0.5,"£/kg"
"dollar_bananas",2000-06-02,0.52,"£/kg"
"acp_bananas",2000-06-02,0.43,"£/kg"
"eu_bananas",2000-06-02,0.46,"£/kg"
"cameroon",2000-06-02,0.44,"£/kg"
"colombia",2000-06-02,0.71,"£/kg"
"costa_rica",2000-06-02,0.6,"£/kg"
"dominican_republic",2000-06-02,0.44,"£/kg"
"ecuador",2000-06-02,0.6,"£/kg"
"ivory_coast",2000-06-02,0.48,"£/kg"
"jamaica",2000-06-02,0.62,"£/kg"
"martinique",2000-06-02,0.6,"£/kg"
"panama",2000-06-02,0.68,"£/kg"
"windward_isles",2000-06-02,0.39,"£/kg"
"guatemala",2000-06-02,0.68,"£/kg"
"venezuela",2000-06-02,0.33,"£/kg"
"st_vincent",2000-06-02,0.39,"£/kg"
"brazil",2000-06-02,0.39,"£/kg"
"dollar_bananas",2000-05-26,0.6,"£/kg"
"acp_bananas",2000-05-26,0.59,"£/kg"
"eu_bananas",2000-05-26,0.48,"£/kg"
"cameroon",2000-05-26,0.55,"£/kg"
"colombia",2000-05-26,0.66,"£/kg"
"costa_rica",2000-05-26,0.71,"£/kg"
"ecuador",2000-05-26,0.68,"£/kg"
"honduras",2000-05-26,0.55,"£/kg"
"ivory_coast",2000-05-26,0.66,"£/kg"
"jamaica",2000-05-26,0.68,"£/kg"
"martinique",2000-05-26,0.55,"£/kg"
"mexico",2000-05-26,0.57,"£/kg"
"panama",2000-05-26,0.68,"£/kg"
"surinam",2000-05-26,0.52,"£/kg"
"guatemala",2000-05-26,0.68,"£/kg"
"brazil",2000-05-26,0.66,"£/kg"
"dollar_bananas",2000-05-19,0.61,"£/kg"
"acp_bananas",2000-05-19,0.63,"£/kg"
"eu_bananas",2000-05-19,0.57,"£/kg"
"belize",2000-05-19,0.73,"£/kg"
"cameroon",2000-05-19,0.71,"£/kg"
"colombia",2000-05-19,0.71,"£/kg"
"costa_rica",2000-05-19,0.73,"£/kg"
"ecuador",2000-05-19,0.66,"£/kg"
"honduras",2000-05-19,0.68,"£/kg"
"ivory_coast",2000-05-19,0.68,"£/kg"
"jamaica",2000-05-19,0.68,"£/kg"
"martinique",2000-05-19,0.68,"£/kg"
"mexico",2000-05-19,0.57,"£/kg"
"panama",2000-05-19,0.66,"£/kg"
"surinam",2000-05-19,0.61,"£/kg"
"dollar_bananas",2000-05-12,0.62,"£/kg"
"acp_bananas",2000-05-12,0.6,"£/kg"
"eu_bananas",2000-05-12,0.56,"£/kg"
"belize",2000-05-12,0.71,"£/kg"
"cameroon",2000-05-12,0.73,"£/kg"
"colombia",2000-05-12,0.71,"£/kg"
"costa_rica",2000-05-12,0.73,"£/kg"
"ecuador",2000-05-12,0.66,"£/kg"
"honduras",2000-05-12,0.68,"£/kg"
"ivory_coast",2000-05-12,0.68,"£/kg"
"jamaica",2000-05-12,0.68,"£/kg"
"martinique",2000-05-12,0.68,"£/kg"
"mexico",2000-05-12,0.57,"£/kg"
"panama",2000-05-12,0.66,"£/kg"
"surinam",2000-05-12,0.61,"£/kg"
"windward_isles",2000-05-12,0.55,"£/kg"
"brazil",2000-05-12,0.7,"£/kg"
"dollar_bananas",2000-05-05,0.58,"£/kg"
"acp_bananas",2000-05-05,0.55,"£/kg"
"eu_bananas",2000-05-05,0.56,"£/kg"
"cameroon",2000-05-05,0.73,"£/kg"
"colombia",2000-05-05,0.66,"£/kg"
"costa_rica",2000-05-05,0.66,"£/kg"
"dominican_republic",2000-05-05,0.55,"£/kg"
"ecuador",2000-05-05,0.66,"£/kg"
"honduras",2000-05-05,0.68,"£/kg"
"ivory_coast",2000-05-05,0.68,"£/kg"
"jamaica",2000-05-05,0.68,"£/kg"
"martinique",2000-05-05,0.68,"£/kg"
"panama",2000-05-05,0.66,"£/kg"
"surinam",2000-05-05,0.52,"£/kg"
"windward_isles",2000-05-05,0.34,"£/kg"
"dollar_bananas",2000-04-28,0.5,"£/kg"
"acp_bananas",2000-04-28,0.47,"£/kg"
"eu_bananas",2000-04-28,0.47,"£/kg"
"cameroon",2000-04-28,0.68,"£/kg"
"colombia",2000-04-28,0.66,"£/kg"
"costa_rica",2000-04-28,0.66,"£/kg"
"ecuador",2000-04-28,0.6,"£/kg"
"honduras",2000-04-28,0.66,"£/kg"
"ivory_coast",2000-04-28,0.66,"£/kg"
"jamaica",2000-04-28,0.66,"£/kg"
"martinique",2000-04-28,0.66,"£/kg"
"panama",2000-04-28,0.66,"£/kg"
"windward_isles",2000-04-28,0.59,"£/kg"
"brazil",2000-04-28,0.39,"£/kg"
"dollar_bananas",2000-04-21,0.61,"£/kg"
"acp_bananas",2000-04-21,0.61,"£/kg"
"eu_bananas",2000-04-21,0.59,"£/kg"
"cameroon",2000-04-21,0.66,"£/kg"
"colombia",2000-04-21,0.66,"£/kg"
"costa_rica",2000-04-21,0.71,"£/kg"
"ecuador",2000-04-21,0.62,"£/kg"
"honduras",2000-04-21,0.71,"£/kg"
"ivory_coast",2000-04-21,0.66,"£/kg"
"jamaica",2000-04-21,0.66,"£/kg"
"martinique",2000-04-21,0.62,"£/kg"
"panama",2000-04-21,0.66,"£/kg"
"surinam",2000-04-21,0.61,"£/kg"
"windward_isles",2000-04-21,0.61,"£/kg"
"guatemala",2000-04-21,0.61,"£/kg"
"guadeloupe",2000-04-21,0.59,"£/kg"
"venezuela",2000-04-21,0.62,"£/kg"
"brazil",2000-04-21,0.66,"£/kg"
"dollar_bananas",2000-04-14,0.62,"£/kg"
"acp_bananas",2000-04-14,0.62,"£/kg"
"eu_bananas",2000-04-14,0.59,"£/kg"
"cameroon",2000-04-14,0.71,"£/kg"
"colombia",2000-04-14,0.71,"£/kg"
"costa_rica",2000-04-14,0.71,"£/kg"
"ecuador",2000-04-14,0.66,"£/kg"
"honduras",2000-04-14,0.71,"£/kg"
"ivory_coast",2000-04-14,0.66,"£/kg"
"jamaica",2000-04-14,0.66,"£/kg"
"martinique",2000-04-14,0.62,"£/kg"
"panama",2000-04-14,0.66,"£/kg"
"surinam",2000-04-14,0.61,"£/kg"
"windward_isles",2000-04-14,0.61,"£/kg"
"guatemala",2000-04-14,0.61,"£/kg"
"guadeloupe",2000-04-14,0.59,"£/kg"
"dollar_bananas",2000-04-07,0.62,"£/kg"
"acp_bananas",2000-04-07,0.6,"£/kg"
"eu_bananas",2000-04-07,0.57,"£/kg"
"cameroon",2000-04-07,0.66,"£/kg"
"colombia",2000-04-07,0.73,"£/kg"
"costa_rica",2000-04-07,0.73,"£/kg"
"dominican_republic",2000-04-07,0.44,"£/kg"
"ecuador",2000-04-07,0.73,"£/kg"
"ivory_coast",2000-04-07,0.66,"£/kg"
"jamaica",2000-04-07,0.66,"£/kg"
"martinique",2000-04-07,0.62,"£/kg"
"panama",2000-04-07,0.71,"£/kg"
"surinam",2000-04-07,0.66,"£/kg"
"windward_isles",2000-04-07,0.61,"£/kg"
"guatemala",2000-04-07,0.61,"£/kg"
"brazil",2000-04-07,0.63,"£/kg"
"dollar_bananas",2000-03-31,0.68,"£/kg"
"acp_bananas",2000-03-31,0.67,"£/kg"
"eu_bananas",2000-03-31,0.66,"£/kg"
"cameroon",2000-03-31,0.71,"£/kg"
"colombia",2000-03-31,0.71,"£/kg"
"costa_rica",2000-03-31,0.71,"£/kg"
"dominican_republic",2000-03-31,0.66,"£/kg"
"ecuador",2000-03-31,0.71,"£/kg"
"jamaica",2000-03-31,0.71,"£/kg"
"martinique",2000-03-31,0.71,"£/kg"
"surinam",2000-03-31,0.66,"£/kg"
"windward_isles",2000-03-31,0.67,"£/kg"
"guatemala",2000-03-31,0.69,"£/kg"
"brazil",2000-03-31,0.67,"£/kg"
"dollar_bananas",2000-03-24,0.64,"£/kg"
"acp_bananas",2000-03-24,0.63,"£/kg"
"eu_bananas",2000-03-24,0.6,"£/kg"
"cameroon",2000-03-24,0.71,"£/kg"
"colombia",2000-03-24,0.71,"£/kg"
"costa_rica",2000-03-24,0.71,"£/kg"
"dominican_republic",2000-03-24,0.66,"£/kg"
"ecuador",2000-03-24,0.71,"£/kg"
"honduras",2000-03-24,0.71,"£/kg"
"jamaica",2000-03-24,0.66,"£/kg"
"martinique",2000-03-24,0.66,"£/kg"
"panama",2000-03-24,0.75,"£/kg"
"surinam",2000-03-24,0.61,"£/kg"
"windward_isles",2000-03-24,0.62,"£/kg"
"brazil",2000-03-24,0.67,"£/kg"
"dollar_bananas",2000-03-17,0.64,"£/kg"
"acp_bananas",2000-03-17,0.57,"£/kg"
"eu_bananas",2000-03-17,0.5,"£/kg"
"cameroon",2000-03-17,0.71,"£/kg"
"colombia",2000-03-17,0.68,"£/kg"
"costa_rica",2000-03-17,0.71,"£/kg"
"dominican_republic",2000-03-17,0.55,"£/kg"
"ecuador",2000-03-17,0.66,"£/kg"
"honduras",2000-03-17,0.71,"£/kg"
"ivory_coast",2000-03-17,0.6,"£/kg"
"jamaica",2000-03-17,0.66,"£/kg"
"martinique",2000-03-17,0.6,"£/kg"
"panama",2000-03-17,0.75,"£/kg"
"surinam",2000-03-17,0.49,"£/kg"
"windward_isles",2000-03-17,0.51,"£/kg"
"dollar_bananas",2000-03-10,0.63,"£/kg"
"acp_bananas",2000-03-10,0.58,"£/kg"
"eu_bananas",2000-03-10,0.59,"£/kg"
"cameroon",2000-03-10,0.73,"£/kg"
"colombia",2000-03-10,0.73,"£/kg"
"costa_rica",2000-03-10,0.66,"£/kg"
"dominican_republic",2000-03-10,0.55,"£/kg"
"honduras",2000-03-10,0.6,"£/kg"
"ivory_coast",2000-03-10,0.71,"£/kg"
"jamaica",2000-03-10,0.66,"£/kg"
"martinique",2000-03-10,0.73,"£/kg"
"panama",2000-03-10,0.73,"£/kg"
"surinam",2000-03-10,0.59,"£/kg"
"windward_isles",2000-03-10,0.45,"£/kg"
"dollar_bananas",2000-03-03,0.63,"£/kg"
"acp_bananas",2000-03-03,0.61,"£/kg"
"eu_bananas",2000-03-03,0.6,"£/kg"
"cameroon",2000-03-03,0.73,"£/kg"
"colombia",2000-03-03,0.71,"£/kg"
"costa_rica",2000-03-03,0.71,"£/kg"
"ecuador",2000-03-03,0.71,"£/kg"
"honduras",2000-03-03,0.66,"£/kg"
"ivory_coast",2000-03-03,0.73,"£/kg"
"jamaica",2000-03-03,0.6,"£/kg"
"martinique",2000-03-03,0.66,"£/kg"
"panama",2000-03-03,0.66,"£/kg"
"surinam",2000-03-03,0.55,"£/kg"
"brazil",2000-03-03,0.72,"£/kg"
"dollar_bananas",2000-02-25,0.62,"£/kg"
"acp_bananas",2000-02-25,0.59,"£/kg"
"eu_bananas",2000-02-25,0.59,"£/kg"
"cameroon",2000-02-25,0.73,"£/kg"
"colombia",2000-02-25,0.71,"£/kg"
"costa_rica",2000-02-25,0.71,"£/kg"
"ecuador",2000-02-25,0.66,"£/kg"
"honduras",2000-02-25,0.73,"£/kg"
"ivory_coast",2000-02-25,0.6,"£/kg"
"jamaica",2000-02-25,0.62,"£/kg"
"martinique",2000-02-25,0.66,"£/kg"
"panama",2000-02-25,0.66,"£/kg"
"windward_isles",2000-02-25,0.59,"£/kg"
"guadeloupe",2000-02-25,0.57,"£/kg"
"dollar_bananas",2000-02-18,0.58,"£/kg"
"acp_bananas",2000-02-18,0.6,"£/kg"
"eu_bananas",2000-02-18,0.59,"£/kg"
"cameroon",2000-02-18,0.71,"£/kg"
"colombia",2000-02-18,0.66,"£/kg"
"costa_rica",2000-02-18,0.71,"£/kg"
"dominican_republic",2000-02-18,0.71,"£/kg"
"ecuador",2000-02-18,0.66,"£/kg"
"honduras",2000-02-18,0.66,"£/kg"
"ivory_coast",2000-02-18,0.66,"£/kg"
"jamaica",2000-02-18,0.66,"£/kg"
"martinique",2000-02-18,0.62,"£/kg"
"windward_isles",2000-02-18,0.57,"£/kg"
"dollar_bananas",2000-02-11,0.65,"£/kg"
"acp_bananas",2000-02-11,0.61,"£/kg"
"eu_bananas",2000-02-11,0.63,"£/kg"
"belize",2000-02-11,0.66,"£/kg"
"cameroon",2000-02-11,0.66,"£/kg"
"colombia",2000-02-11,0.77,"£/kg"
"costa_rica",2000-02-11,0.77,"£/kg"
"ecuador",2000-02-11,0.77,"£/kg"
"honduras",2000-02-11,0.66,"£/kg"
"ivory_coast",2000-02-11,0.77,"£/kg"
"jamaica",2000-02-11,0.66,"£/kg"
"martinique",2000-02-11,0.71,"£/kg"
"panama",2000-02-11,0.71,"£/kg"
"surinam",2000-02-11,0.64,"£/kg"
"guatemala",2000-02-11,0.7,"£/kg"
"dollar_bananas",2000-02-04,0.73,"£/kg"
"acp_bananas",2000-02-04,0.66,"£/kg"
"eu_bananas",2000-02-04,0.66,"£/kg"
"belize",2000-02-04,0.66,"£/kg"
"cameroon",2000-02-04,0.77,"£/kg"
"colombia",2000-02-04,0.88,"£/kg"
"costa_rica",2000-02-04,0.88,"£/kg"
"dominican_republic",2000-02-04,0.48,"£/kg"
"ecuador",2000-02-04,0.88,"£/kg"
"honduras",2000-02-04,0.84,"£/kg"
"ivory_coast",2000-02-04,0.71,"£/kg"
"jamaica",2000-02-04,0.77,"£/kg"
"martinique",2000-02-04,0.71,"£/kg"
"panama",2000-02-04,0.71,"£/kg"
"surinam",2000-02-04,0.66,"£/kg"
"windward_isles",2000-02-04,0.66,"£/kg"
"brazil",2000-02-04,0.82,"£/kg"
"dollar_bananas",2000-01-28,0.69,"£/kg"
"acp_bananas",2000-01-28,0.65,"£/kg"
"eu_bananas",2000-01-28,0.66,"£/kg"
"cameroon",2000-01-28,0.88,"£/kg"
"colombia",2000-01-28,0.77,"£/kg"
"costa_rica",2000-01-28,0.82,"£/kg"
"dominican_republic",2000-01-28,0.62,"£/kg"
"ecuador",2000-01-28,0.77,"£/kg"
"ghana",2000-01-28,0.6,"£/kg"
"honduras",2000-01-28,0.71,"£/kg"
"ivory_coast",2000-01-28,0.71,"£/kg"
"jamaica",2000-01-28,0.71,"£/kg"
"martinique",2000-01-28,0.71,"£/kg"
"surinam",2000-01-28,0.66,"£/kg"
"windward_isles",2000-01-28,0.65,"£/kg"
"brazil",2000-01-28,0.71,"£/kg"
"dollar_bananas",2000-01-21,0.58,"£/kg"
"acp_bananas",2000-01-21,0.56,"£/kg"
"eu_bananas",2000-01-21,0.54,"£/kg"
"cameroon",2000-01-21,0.66,"£/kg"
"colombia",2000-01-21,0.66,"£/kg"
"costa_rica",2000-01-21,0.66,"£/kg"
"ecuador",2000-01-21,0.6,"£/kg"
"ghana",2000-01-21,0.6,"£/kg"
"ivory_coast",2000-01-21,0.66,"£/kg"
"jamaica",2000-01-21,0.66,"£/kg"
"martinique",2000-01-21,0.66,"£/kg"
"surinam",2000-01-21,0.59,"£/kg"
"windward_isles",2000-01-21,0.55,"£/kg"
"guatemala",2000-01-21,0.61,"£/kg"
"dollar_bananas",2000-01-14,0.51,"£/kg"
"acp_bananas",2000-01-14,0.48,"£/kg"
"eu_bananas",2000-01-14,0.49,"£/kg"
"belize",2000-01-14,0.66,"£/kg"
"cameroon",2000-01-14,0.55,"£/kg"
"colombia",2000-01-14,0.66,"£/kg"
"costa_rica",2000-01-14,0.66,"£/kg"
"ecuador",2000-01-14,0.48,"£/kg"
"honduras",2000-01-14,0.55,"£/kg"
"ivory_coast",2000-01-14,0.55,"£/kg"
"jamaica",2000-01-14,0.55,"£/kg"
"martinique",2000-01-14,0.55,"£/kg"
"panama",2000-01-14,0.55,"£/kg"
"surinam",2000-01-14,0.43,"£/kg"
"windward_isles",2000-01-14,0.49,"£/kg"
"guatemala",2000-01-14,0.61,"£/kg"
"st_vincent",2000-01-14,0.49,"£/kg"
"brazil",2000-01-14,0.49,"£/kg"
"dollar_bananas",2000-01-07,0.26,"£/kg"
"acp_bananas",2000-01-07,0.23,"£/kg"
"eu_bananas",2000-01-07,0.16,"£/kg"
"belize",2000-01-07,0.51,"£/kg"
"cameroon",2000-01-07,0.22,"£/kg"
"costa_rica",2000-01-07,0.55,"£/kg"
"honduras",2000-01-07,0.22,"£/kg"
"ivory_coast",2000-01-07,0.22,"£/kg"
"jamaica",2000-01-07,0.44,"£/kg"
"martinique",2000-01-07,0.22,"£/kg"
"surinam",2000-01-07,0.25,"£/kg"
"windward_isles",2000-01-07,0.24,"£/kg"
"brazil",2000-01-07,0.49,"£/kg"
"dollar_bananas",1999-12-10,0.37,"£/kg"
"acp_bananas",1999-12-10,0.33,"£/kg"
