"Origin","Date","Price","Units"
"all_bananas",2015-09-04,0.65,"£/kg"
"dollar_bananas",2015-09-04,0.65,"£/kg"
"acp_bananas",2015-09-04,0.66,"£/kg"
"colombia",2015-09-04,0.65,"£/kg"
"costa_rica",2015-09-04,0.58,"£/kg"
"dominican_republic",2015-09-04,0.66,"£/kg"
"ecuador",2015-09-04,0.58,"£/kg"
"panama",2015-09-04,0.81,"£/kg"
"all_bananas",2015-08-28,0.52,"£/kg"
"dollar_bananas",2015-08-28,0.53,"£/kg"
"acp_bananas",2015-08-28,0.51,"£/kg"
"belize",2015-08-28,0.68,"£/kg"
"cameroon",2015-08-28,0.61,"£/kg"
"colombia",2015-08-28,0.51,"£/kg"
"costa_rica",2015-08-28,0.57,"£/kg"
"dominican_republic",2015-08-28,0.46,"£/kg"
"ecuador",2015-08-28,0.6,"£/kg"
"ivory_coast",2015-08-28,0.41,"£/kg"
"panama",2015-08-28,0.41,"£/kg"
"windward_isles",2015-08-28,0.44,"£/kg"
"all_bananas",2015-08-21,0.63,"£/kg"
"dollar_bananas",2015-08-21,0.65,"£/kg"
"acp_bananas",2015-08-21,0.59,"£/kg"
"belize",2015-08-21,0.73,"£/kg"
"cameroon",2015-08-21,0.61,"£/kg"
"colombia",2015-08-21,0.59,"£/kg"
"costa_rica",2015-08-21,0.65,"£/kg"
"dominican_republic",2015-08-21,0.53,"£/kg"
"ecuador",2015-08-21,0.58,"£/kg"
"panama",2015-08-21,0.85,"£/kg"
"all_bananas",2015-08-14,0.64,"£/kg"
"dollar_bananas",2015-08-14,0.68,"£/kg"
"acp_bananas",2015-08-14,0.55,"£/kg"
"cameroon",2015-08-14,0.61,"£/kg"
"colombia",2015-08-14,0.59,"£/kg"
"costa_rica",2015-08-14,0.72,"£/kg"
"dominican_republic",2015-08-14,0.53,"£/kg"
"ecuador",2015-08-14,0.56,"£/kg"
"panama",2015-08-14,0.86,"£/kg"
"all_bananas",2015-08-07,0.64,"£/kg"
"dollar_bananas",2015-08-07,0.66,"£/kg"
"acp_bananas",2015-08-07,0.56,"£/kg"
"cameroon",2015-08-07,0.68,"£/kg"
"colombia",2015-08-07,0.72,"£/kg"
"costa_rica",2015-08-07,0.71,"£/kg"
"dominican_republic",2015-08-07,0.52,"£/kg"
"ecuador",2015-08-07,0.55,"£/kg"
"panama",2015-08-07,0.84,"£/kg"
"guatemala",2015-08-07,0.44,"£/kg"
"all_bananas",2015-07-31,0.64,"£/kg"
"dollar_bananas",2015-07-31,0.66,"£/kg"
"acp_bananas",2015-07-31,0.56,"£/kg"
"cameroon",2015-07-31,0.68,"£/kg"
"colombia",2015-07-31,0.72,"£/kg"
"costa_rica",2015-07-31,0.71,"£/kg"
"dominican_republic",2015-07-31,0.55,"£/kg"
"ecuador",2015-07-31,0.55,"£/kg"
"ivory_coast",2015-07-31,0.5,"£/kg"
"mexico",2015-07-31,0.5,"£/kg"
"panama",2015-07-31,0.84,"£/kg"
"guatemala",2015-07-31,0.44,"£/kg"
"all_bananas",2015-07-24,0.65,"£/kg"
"dollar_bananas",2015-07-24,0.65,"£/kg"
"acp_bananas",2015-07-24,0.65,"£/kg"
"belize",2015-07-24,0.73,"£/kg"
"cameroon",2015-07-24,0.73,"£/kg"
"colombia",2015-07-24,0.72,"£/kg"
"costa_rica",2015-07-24,0.73,"£/kg"
"dominican_republic",2015-07-24,0.57,"£/kg"
"ecuador",2015-07-24,0.56,"£/kg"
"ivory_coast",2015-07-24,0.73,"£/kg"
"panama",2015-07-24,0.52,"£/kg"
"all_bananas",2015-07-17,0.65,"£/kg"
"dollar_bananas",2015-07-17,0.65,"£/kg"
"acp_bananas",2015-07-17,0.65,"£/kg"
"belize",2015-07-17,0.73,"£/kg"
"cameroon",2015-07-17,0.73,"£/kg"
"colombia",2015-07-17,0.72,"£/kg"
"costa_rica",2015-07-17,0.73,"£/kg"
"dominican_republic",2015-07-17,0.57,"£/kg"
"ecuador",2015-07-17,0.56,"£/kg"
"ivory_coast",2015-07-17,0.73,"£/kg"
"panama",2015-07-17,0.52,"£/kg"
"all_bananas",2015-07-10,0.68,"£/kg"
"dollar_bananas",2015-07-10,0.71,"£/kg"
"acp_bananas",2015-07-10,0.63,"£/kg"
"belize",2015-07-10,0.73,"£/kg"
"cameroon",2015-07-10,0.66,"£/kg"
"colombia",2015-07-10,0.73,"£/kg"
"costa_rica",2015-07-10,0.75,"£/kg"
"dominican_republic",2015-07-10,0.61,"£/kg"
"ecuador",2015-07-10,0.63,"£/kg"
"ghana",2015-07-10,0.68,"£/kg"
"ivory_coast",2015-07-10,0.6,"£/kg"
"panama",2015-07-10,0.75,"£/kg"
"all_bananas",2015-07-03,0.69,"£/kg"
"dollar_bananas",2015-07-03,0.72,"£/kg"
"acp_bananas",2015-07-03,0.66,"£/kg"
"belize",2015-07-03,0.79,"£/kg"
"cameroon",2015-07-03,0.71,"£/kg"
"colombia",2015-07-03,0.76,"£/kg"
"costa_rica",2015-07-03,0.75,"£/kg"
"dominican_republic",2015-07-03,0.61,"£/kg"
"ecuador",2015-07-03,0.63,"£/kg"
"ivory_coast",2015-07-03,0.64,"£/kg"
"panama",2015-07-03,0.75,"£/kg"
"surinam",2015-07-03,0.55,"£/kg"
"windward_isles",2015-07-03,0.55,"£/kg"
"all_bananas",2015-06-26,0.72,"£/kg"
"dollar_bananas",2015-06-26,0.75,"£/kg"
"acp_bananas",2015-06-26,0.65,"£/kg"
"belize",2015-06-26,0.81,"£/kg"
"cameroon",2015-06-26,0.63,"£/kg"
"colombia",2015-06-26,0.76,"£/kg"
"costa_rica",2015-06-26,0.81,"£/kg"
"dominican_republic",2015-06-26,0.61,"£/kg"
"ecuador",2015-06-26,0.6,"£/kg"
"ivory_coast",2015-06-26,0.58,"£/kg"
"mexico",2015-06-26,0.7,"£/kg"
"panama",2015-06-26,0.84,"£/kg"
"all_bananas",2015-06-19,0.75,"£/kg"
"dollar_bananas",2015-06-19,0.76,"£/kg"
"acp_bananas",2015-06-19,0.72,"£/kg"
"cameroon",2015-06-19,0.88,"£/kg"
"colombia",2015-06-19,0.75,"£/kg"
"costa_rica",2015-06-19,0.85,"£/kg"
"dominican_republic",2015-06-19,0.61,"£/kg"
"ecuador",2015-06-19,0.61,"£/kg"
"mexico",2015-06-19,0.68,"£/kg"
"panama",2015-06-19,0.87,"£/kg"
"all_bananas",2015-06-12,0.68,"£/kg"
"dollar_bananas",2015-06-12,0.69,"£/kg"
"acp_bananas",2015-06-12,0.64,"£/kg"
"belize",2015-06-12,0.82,"£/kg"
"colombia",2015-06-12,0.64,"£/kg"
"costa_rica",2015-06-12,0.84,"£/kg"
"dominican_republic",2015-06-12,0.62,"£/kg"
"ecuador",2015-06-12,0.61,"£/kg"
"ghana",2015-06-12,0.61,"£/kg"
"mexico",2015-06-12,0.63,"£/kg"
"panama",2015-06-12,0.86,"£/kg"
"guatemala",2015-06-12,0.55,"£/kg"
"all_bananas",2015-06-05,0.69,"£/kg"
"dollar_bananas",2015-06-05,0.72,"£/kg"
"acp_bananas",2015-06-05,0.65,"£/kg"
"cameroon",2015-06-05,0.88,"£/kg"
"colombia",2015-06-05,0.67,"£/kg"
"costa_rica",2015-06-05,0.81,"£/kg"
"dominican_republic",2015-06-05,0.63,"£/kg"
"ecuador",2015-06-05,0.63,"£/kg"
"ghana",2015-06-05,0.53,"£/kg"
"panama",2015-06-05,0.82,"£/kg"
"windward_isles",2015-06-05,0.44,"£/kg"
"all_bananas",2015-05-29,0.66,"£/kg"
"dollar_bananas",2015-05-29,0.66,"£/kg"
"acp_bananas",2015-05-29,0.64,"£/kg"
"belize",2015-05-29,0.67,"£/kg"
"colombia",2015-05-29,0.69,"£/kg"
"costa_rica",2015-05-29,0.7,"£/kg"
"dominican_republic",2015-05-29,0.61,"£/kg"
"ecuador",2015-05-29,0.61,"£/kg"
"ivory_coast",2015-05-29,0.61,"£/kg"
"mexico",2015-05-29,0.61,"£/kg"
"panama",2015-05-29,0.73,"£/kg"
"all_bananas",2015-05-22,0.74,"£/kg"
"dollar_bananas",2015-05-22,0.76,"£/kg"
"acp_bananas",2015-05-22,0.7,"£/kg"
"belize",2015-05-22,0.84,"£/kg"
"costa_rica",2015-05-22,0.79,"£/kg"
"dominican_republic",2015-05-22,0.66,"£/kg"
"ecuador",2015-05-22,0.73,"£/kg"
"mexico",2015-05-22,0.62,"£/kg"
"panama",2015-05-22,0.84,"£/kg"
"all_bananas",2015-05-15,0.74,"£/kg"
"dollar_bananas",2015-05-15,0.77,"£/kg"
"acp_bananas",2015-05-15,0.67,"£/kg"
"belize",2015-05-15,0.84,"£/kg"
"colombia",2015-05-15,0.83,"£/kg"
"costa_rica",2015-05-15,0.79,"£/kg"
"dominican_republic",2015-05-15,0.64,"£/kg"
"ecuador",2015-05-15,0.72,"£/kg"
"ivory_coast",2015-05-15,0.61,"£/kg"
"mexico",2015-05-15,0.62,"£/kg"
"panama",2015-05-15,0.84,"£/kg"
"all_bananas",2015-05-08,0.77,"£/kg"
"dollar_bananas",2015-05-08,0.78,"£/kg"
"acp_bananas",2015-05-08,0.75,"£/kg"
"colombia",2015-05-08,0.83,"£/kg"
"costa_rica",2015-05-08,0.76,"£/kg"
"dominican_republic",2015-05-08,0.71,"£/kg"
"ecuador",2015-05-08,0.75,"£/kg"
"ivory_coast",2015-05-08,0.84,"£/kg"
"mexico",2015-05-08,0.66,"£/kg"
"panama",2015-05-08,0.85,"£/kg"
"windward_isles",2015-05-08,0.71,"£/kg"
"all_bananas",2015-05-01,0.82,"£/kg"
"dollar_bananas",2015-05-01,0.86,"£/kg"
"acp_bananas",2015-05-01,0.77,"£/kg"
"belize",2015-05-01,0.86,"£/kg"
"colombia",2015-05-01,0.8,"£/kg"
"costa_rica",2015-05-01,0.9,"£/kg"
"dominican_republic",2015-05-01,0.71,"£/kg"
"ecuador",2015-05-01,0.85,"£/kg"
"panama",2015-05-01,0.86,"£/kg"
"windward_isles",2015-05-01,0.79,"£/kg"
"all_bananas",2015-04-24,0.84,"£/kg"
"dollar_bananas",2015-04-24,0.85,"£/kg"
"acp_bananas",2015-04-24,0.82,"£/kg"
"belize",2015-04-24,0.86,"£/kg"
"colombia",2015-04-24,0.82,"£/kg"
"costa_rica",2015-04-24,0.84,"£/kg"
"dominican_republic",2015-04-24,0.8,"£/kg"
"ecuador",2015-04-24,0.82,"£/kg"
"panama",2015-04-24,0.88,"£/kg"
"windward_isles",2015-04-24,0.77,"£/kg"
"brazil",2015-04-24,0.84,"£/kg"
"all_bananas",2015-04-17,0.86,"£/kg"
"dollar_bananas",2015-04-17,0.87,"£/kg"
"acp_bananas",2015-04-17,0.83,"£/kg"
"belize",2015-04-17,0.86,"£/kg"
"colombia",2015-04-17,0.83,"£/kg"
"costa_rica",2015-04-17,0.86,"£/kg"
"ecuador",2015-04-17,0.86,"£/kg"
"ivory_coast",2015-04-17,0.8,"£/kg"
"panama",2015-04-17,0.93,"£/kg"
"all_bananas",2015-04-10,0.87,"£/kg"
"dollar_bananas",2015-04-10,0.87,"£/kg"
"acp_bananas",2015-04-10,0.83,"£/kg"
"belize",2015-04-10,0.86,"£/kg"
"colombia",2015-04-10,0.86,"£/kg"
"costa_rica",2015-04-10,0.86,"£/kg"
"ecuador",2015-04-10,0.85,"£/kg"
"ivory_coast",2015-04-10,0.8,"£/kg"
"panama",2015-04-10,0.93,"£/kg"
"brazil",2015-04-10,0.84,"£/kg"
"all_bananas",2015-04-03,0.84,"£/kg"
"dollar_bananas",2015-04-03,0.85,"£/kg"
"acp_bananas",2015-04-03,0.8,"£/kg"
"colombia",2015-04-03,0.81,"£/kg"
"costa_rica",2015-04-03,0.83,"£/kg"
"dominican_republic",2015-04-03,0.83,"£/kg"
"ecuador",2015-04-03,0.81,"£/kg"
"ivory_coast",2015-04-03,0.8,"£/kg"
"mexico",2015-04-03,0.8,"£/kg"
"panama",2015-04-03,0.91,"£/kg"
"windward_isles",2015-04-03,0.77,"£/kg"
"brazil",2015-04-03,0.84,"£/kg"
"all_bananas",2015-03-27,0.82,"£/kg"
"dollar_bananas",2015-03-27,0.83,"£/kg"
"acp_bananas",2015-03-27,0.79,"£/kg"
"colombia",2015-03-27,0.81,"£/kg"
"costa_rica",2015-03-27,0.81,"£/kg"
"dominican_republic",2015-03-27,0.81,"£/kg"
"ecuador",2015-03-27,0.81,"£/kg"
"ivory_coast",2015-03-27,0.8,"£/kg"
"mexico",2015-03-27,0.8,"£/kg"
"panama",2015-03-27,0.89,"£/kg"
"windward_isles",2015-03-27,0.77,"£/kg"
"brazil",2015-03-27,0.84,"£/kg"
"all_bananas",2015-03-20,0.81,"£/kg"
"dollar_bananas",2015-03-20,0.82,"£/kg"
"acp_bananas",2015-03-20,0.71,"£/kg"
"colombia",2015-03-20,0.82,"£/kg"
"costa_rica",2015-03-20,0.81,"£/kg"
"dominican_republic",2015-03-20,0.71,"£/kg"
"ecuador",2015-03-20,0.81,"£/kg"
"mexico",2015-03-20,0.79,"£/kg"
"panama",2015-03-20,0.83,"£/kg"
"brazil",2015-03-20,0.77,"£/kg"
"all_bananas",2015-03-13,0.81,"£/kg"
"dollar_bananas",2015-03-13,0.82,"£/kg"
"acp_bananas",2015-03-13,0.81,"£/kg"
"belize",2015-03-13,0.86,"£/kg"
"colombia",2015-03-13,0.82,"£/kg"
"costa_rica",2015-03-13,0.81,"£/kg"
"ecuador",2015-03-13,0.81,"£/kg"
"ghana",2015-03-13,0.82,"£/kg"
"ivory_coast",2015-03-13,0.86,"£/kg"
"mexico",2015-03-13,0.79,"£/kg"
"panama",2015-03-13,0.83,"£/kg"
"windward_isles",2015-03-13,0.62,"£/kg"
"all_bananas",2015-03-06,0.74,"£/kg"
"dollar_bananas",2015-03-06,0.75,"£/kg"
"acp_bananas",2015-03-06,0.63,"£/kg"
"colombia",2015-03-06,0.77,"£/kg"
"costa_rica",2015-03-06,0.81,"£/kg"
"ecuador",2015-03-06,0.62,"£/kg"
"panama",2015-03-06,0.82,"£/kg"
"windward_isles",2015-03-06,0.55,"£/kg"
"all_bananas",2015-02-27,0.63,"£/kg"
"dollar_bananas",2015-02-27,0.73,"£/kg"
"acp_bananas",2015-02-27,0.53,"£/kg"
"belize",2015-02-27,0.77,"£/kg"
"cameroon",2015-02-27,0.5,"£/kg"
"colombia",2015-02-27,0.75,"£/kg"
"costa_rica",2015-02-27,0.77,"£/kg"
"dominican_republic",2015-02-27,0.5,"£/kg"
"ecuador",2015-02-27,0.61,"£/kg"
"ivory_coast",2015-02-27,0.5,"£/kg"
"panama",2015-02-27,0.86,"£/kg"
"surinam",2015-02-27,0.44,"£/kg"
"windward_isles",2015-02-27,0.62,"£/kg"
"all_bananas",2015-02-20,0.68,"£/kg"
"dollar_bananas",2015-02-20,0.75,"£/kg"
"acp_bananas",2015-02-20,0.62,"£/kg"
"belize",2015-02-20,0.61,"£/kg"
"cameroon",2015-02-20,0.62,"£/kg"
"colombia",2015-02-20,0.77,"£/kg"
"costa_rica",2015-02-20,0.78,"£/kg"
"dominican_republic",2015-02-20,0.62,"£/kg"
"ecuador",2015-02-20,0.67,"£/kg"
"panama",2015-02-20,0.85,"£/kg"
"surinam",2015-02-20,0.55,"£/kg"
"windward_isles",2015-02-20,0.57,"£/kg"
"all_bananas",2015-02-13,0.81,"£/kg"
"dollar_bananas",2015-02-13,0.83,"£/kg"
"acp_bananas",2015-02-13,0.79,"£/kg"
"belize",2015-02-13,0.86,"£/kg"
"cameroon",2015-02-13,0.77,"£/kg"
"colombia",2015-02-13,0.8,"£/kg"
"costa_rica",2015-02-13,0.85,"£/kg"
"dominican_republic",2015-02-13,0.77,"£/kg"
"ecuador",2015-02-13,0.77,"£/kg"
"ivory_coast",2015-02-13,0.8,"£/kg"
"panama",2015-02-13,0.84,"£/kg"
"all_bananas",2015-02-06,0.82,"£/kg"
"dollar_bananas",2015-02-06,0.84,"£/kg"
"acp_bananas",2015-02-06,0.78,"£/kg"
"cameroon",2015-02-06,0.81,"£/kg"
"colombia",2015-02-06,0.83,"£/kg"
"costa_rica",2015-02-06,0.87,"£/kg"
"dominican_republic",2015-02-06,0.67,"£/kg"
"ecuador",2015-02-06,0.74,"£/kg"
"ivory_coast",2015-02-06,0.85,"£/kg"
"panama",2015-02-06,0.86,"£/kg"
"windward_isles",2015-02-06,0.62,"£/kg"
"all_bananas",2015-01-30,0.75,"£/kg"
"dollar_bananas",2015-01-30,0.76,"£/kg"
"acp_bananas",2015-01-30,0.67,"£/kg"
"colombia",2015-01-30,0.76,"£/kg"
"costa_rica",2015-01-30,0.82,"£/kg"
"dominican_republic",2015-01-30,0.67,"£/kg"
"ecuador",2015-01-30,0.74,"£/kg"
"mexico",2015-01-30,0.7,"£/kg"
"panama",2015-01-30,0.75,"£/kg"
"windward_isles",2015-01-30,0.62,"£/kg"
"all_bananas",2015-01-23,0.81,"£/kg"
"dollar_bananas",2015-01-23,0.82,"£/kg"
"acp_bananas",2015-01-23,0.77,"£/kg"
"colombia",2015-01-23,0.85,"£/kg"
"costa_rica",2015-01-23,0.85,"£/kg"
"dominican_republic",2015-01-23,0.67,"£/kg"
"ecuador",2015-01-23,0.74,"£/kg"
"ivory_coast",2015-01-23,0.8,"£/kg"
"mexico",2015-01-23,0.79,"£/kg"
"panama",2015-01-23,0.82,"£/kg"
"all_bananas",2015-01-16,0.79,"£/kg"
"dollar_bananas",2015-01-16,0.81,"£/kg"
"acp_bananas",2015-01-16,0.75,"£/kg"
"colombia",2015-01-16,0.79,"£/kg"
"costa_rica",2015-01-16,0.84,"£/kg"
"dominican_republic",2015-01-16,0.74,"£/kg"
"ecuador",2015-01-16,0.78,"£/kg"
"panama",2015-01-16,0.88,"£/kg"
"all_bananas",2015-01-09,0.72,"£/kg"
"dollar_bananas",2015-01-09,0.73,"£/kg"
"acp_bananas",2015-01-09,0.7,"£/kg"
"colombia",2015-01-09,0.71,"£/kg"
"costa_rica",2015-01-09,0.78,"£/kg"
"dominican_republic",2015-01-09,0.7,"£/kg"
"ecuador",2015-01-09,0.7,"£/kg"
"brazil",2015-01-09,0.71,"£/kg"
"all_bananas",2014-12-19,0.52,"£/kg"
"dollar_bananas",2014-12-19,0.52,"£/kg"
"acp_bananas",2014-12-19,0.51,"£/kg"
"colombia",2014-12-19,0.46,"£/kg"
"costa_rica",2014-12-19,0.42,"£/kg"
"dominican_republic",2014-12-19,0.51,"£/kg"
"ecuador",2014-12-19,0.48,"£/kg"
"mexico",2014-12-19,0.39,"£/kg"
"panama",2014-12-19,0.8,"£/kg"
"all_bananas",2014-12-12,0.55,"£/kg"
"dollar_bananas",2014-12-12,0.57,"£/kg"
"acp_bananas",2014-12-12,0.5,"£/kg"
"belize",2014-12-12,0.75,"£/kg"
"colombia",2014-12-12,0.63,"£/kg"
"costa_rica",2014-12-12,0.41,"£/kg"
"dominican_republic",2014-12-12,0.51,"£/kg"
"ecuador",2014-12-12,0.33,"£/kg"
"ivory_coast",2014-12-12,0.33,"£/kg"
"mexico",2014-12-12,0.39,"£/kg"
"panama",2014-12-12,0.79,"£/kg"
"brazil",2014-12-12,0.62,"£/kg"
"all_bananas",2014-12-05,0.65,"£/kg"
"dollar_bananas",2014-12-05,0.67,"£/kg"
"acp_bananas",2014-12-05,0.6,"£/kg"
"belize",2014-12-05,0.73,"£/kg"
"cameroon",2014-12-05,0.58,"£/kg"
"colombia",2014-12-05,0.63,"£/kg"
"costa_rica",2014-12-05,0.63,"£/kg"
"dominican_republic",2014-12-05,0.56,"£/kg"
"ecuador",2014-12-05,0.63,"£/kg"
"panama",2014-12-05,0.78,"£/kg"
"brazil",2014-12-05,0.62,"£/kg"
"all_bananas",2014-11-28,0.63,"£/kg"
"dollar_bananas",2014-11-28,0.66,"£/kg"
"acp_bananas",2014-11-28,0.56,"£/kg"
"cameroon",2014-11-28,0.58,"£/kg"
"colombia",2014-11-28,0.66,"£/kg"
"costa_rica",2014-11-28,0.65,"£/kg"
"dominican_republic",2014-11-28,0.56,"£/kg"
"ecuador",2014-11-28,0.59,"£/kg"
"ghana",2014-11-28,0.5,"£/kg"
"ivory_coast",2014-11-28,0.62,"£/kg"
"panama",2014-11-28,0.82,"£/kg"
"brazil",2014-11-28,0.62,"£/kg"
"all_bananas",2014-11-21,0.63,"£/kg"
"dollar_bananas",2014-11-21,0.68,"£/kg"
"acp_bananas",2014-11-21,0.59,"£/kg"
"belize",2014-11-21,0.59,"£/kg"
"cameroon",2014-11-21,0.6,"£/kg"
"colombia",2014-11-21,0.68,"£/kg"
"costa_rica",2014-11-21,0.67,"£/kg"
"dominican_republic",2014-11-21,0.58,"£/kg"
"ecuador",2014-11-21,0.59,"£/kg"
"ghana",2014-11-21,0.61,"£/kg"
"panama",2014-11-21,0.79,"£/kg"
"all_bananas",2014-11-14,0.63,"£/kg"
"dollar_bananas",2014-11-14,0.65,"£/kg"
"acp_bananas",2014-11-14,0.56,"£/kg"
"colombia",2014-11-14,0.67,"£/kg"
"costa_rica",2014-11-14,0.64,"£/kg"
"dominican_republic",2014-11-14,0.56,"£/kg"
"ecuador",2014-11-14,0.6,"£/kg"
"panama",2014-11-14,0.82,"£/kg"
"all_bananas",2014-11-07,0.59,"£/kg"
"dollar_bananas",2014-11-07,0.6,"£/kg"
"acp_bananas",2014-11-07,0.56,"£/kg"
"eu_bananas",2014-11-07,0.61,"£/kg"
"colombia",2014-11-07,0.67,"£/kg"
"costa_rica",2014-11-07,0.61,"£/kg"
"dominican_republic",2014-11-07,0.53,"£/kg"
"ecuador",2014-11-07,0.54,"£/kg"
"ghana",2014-11-07,0.59,"£/kg"
"martinique",2014-11-07,0.61,"£/kg"
"guadeloupe",2014-11-07,0.55,"£/kg"
"all_bananas",2014-10-31,0.66,"£/kg"
"dollar_bananas",2014-10-31,0.71,"£/kg"
"acp_bananas",2014-10-31,0.62,"£/kg"
"eu_bananas",2014-10-31,0.61,"£/kg"
"belize",2014-10-31,0.84,"£/kg"
"cameroon",2014-10-31,0.5,"£/kg"
"colombia",2014-10-31,0.69,"£/kg"
"costa_rica",2014-10-31,0.75,"£/kg"
"dominican_republic",2014-10-31,0.61,"£/kg"
"ecuador",2014-10-31,0.61,"£/kg"
"ghana",2014-10-31,0.61,"£/kg"
"martinique",2014-10-31,0.61,"£/kg"
"panama",2014-10-31,0.84,"£/kg"
"guadeloupe",2014-10-31,0.55,"£/kg"
"all_bananas",2014-10-24,0.72,"£/kg"
"dollar_bananas",2014-10-24,0.75,"£/kg"
"acp_bananas",2014-10-24,0.66,"£/kg"
"eu_bananas",2014-10-24,0.68,"£/kg"
"belize",2014-10-24,0.82,"£/kg"
"colombia",2014-10-24,0.74,"£/kg"
"costa_rica",2014-10-24,0.79,"£/kg"
"dominican_republic",2014-10-24,0.65,"£/kg"
"ecuador",2014-10-24,0.71,"£/kg"
"panama",2014-10-24,0.78,"£/kg"
"windward_isles",2014-10-24,0.55,"£/kg"
"guadeloupe",2014-10-24,0.66,"£/kg"
"all_bananas",2014-10-17,0.72,"£/kg"
"dollar_bananas",2014-10-17,0.73,"£/kg"
"acp_bananas",2014-10-17,0.67,"£/kg"
"belize",2014-10-17,0.69,"£/kg"
"colombia",2014-10-17,0.73,"£/kg"
"costa_rica",2014-10-17,0.7,"£/kg"
"dominican_republic",2014-10-17,0.69,"£/kg"
"ecuador",2014-10-17,0.73,"£/kg"
"ivory_coast",2014-10-17,0.63,"£/kg"
"panama",2014-10-17,0.78,"£/kg"
"all_bananas",2014-10-10,0.74,"£/kg"
"dollar_bananas",2014-10-10,0.76,"£/kg"
"acp_bananas",2014-10-10,0.68,"£/kg"
"colombia",2014-10-10,0.71,"£/kg"
"costa_rica",2014-10-10,0.77,"£/kg"
"dominican_republic",2014-10-10,0.68,"£/kg"
"ecuador",2014-10-10,0.78,"£/kg"
"panama",2014-10-10,0.85,"£/kg"
"all_bananas",2014-10-03,0.76,"£/kg"
"dollar_bananas",2014-10-03,0.79,"£/kg"
"acp_bananas",2014-10-03,0.67,"£/kg"
"belize",2014-10-03,0.74,"£/kg"
"colombia",2014-10-03,0.76,"£/kg"
"costa_rica",2014-10-03,0.85,"£/kg"
"dominican_republic",2014-10-03,0.57,"£/kg"
"ecuador",2014-10-03,0.76,"£/kg"
"panama",2014-10-03,0.85,"£/kg"
"all_bananas",2014-09-26,0.81,"£/kg"
"dollar_bananas",2014-09-26,0.82,"£/kg"
"acp_bananas",2014-09-26,0.68,"£/kg"
"colombia",2014-09-26,0.79,"£/kg"
"costa_rica",2014-09-26,0.83,"£/kg"
"dominican_republic",2014-09-26,0.68,"£/kg"
"ecuador",2014-09-26,0.82,"£/kg"
"panama",2014-09-26,0.89,"£/kg"
"all_bananas",2014-09-19,0.77,"£/kg"
"dollar_bananas",2014-09-19,0.81,"£/kg"
"acp_bananas",2014-09-19,0.63,"£/kg"
"colombia",2014-09-19,0.79,"£/kg"
"costa_rica",2014-09-19,0.82,"£/kg"
"dominican_republic",2014-09-19,0.64,"£/kg"
"ecuador",2014-09-19,0.79,"£/kg"
"panama",2014-09-19,0.89,"£/kg"
"windward_isles",2014-09-19,0.55,"£/kg"
"all_bananas",2014-09-12,0.75,"£/kg"
"dollar_bananas",2014-09-12,0.78,"£/kg"
"acp_bananas",2014-09-12,0.69,"£/kg"
"belize",2014-09-12,0.78,"£/kg"
"cameroon",2014-09-12,0.74,"£/kg"
"colombia",2014-09-12,0.76,"£/kg"
"costa_rica",2014-09-12,0.79,"£/kg"
"dominican_republic",2014-09-12,0.57,"£/kg"
"ecuador",2014-09-12,0.75,"£/kg"
"ghana",2014-09-12,0.69,"£/kg"
"panama",2014-09-12,0.93,"£/kg"
"all_bananas",2014-09-05,0.72,"£/kg"
"dollar_bananas",2014-09-05,0.74,"£/kg"
"acp_bananas",2014-09-05,0.66,"£/kg"
"cameroon",2014-09-05,0.72,"£/kg"
"colombia",2014-09-05,0.72,"£/kg"
"costa_rica",2014-09-05,0.78,"£/kg"
"dominican_republic",2014-09-05,0.62,"£/kg"
"ecuador",2014-09-05,0.69,"£/kg"
"ghana",2014-09-05,0.62,"£/kg"
"panama",2014-09-05,0.82,"£/kg"
"all_bananas",2014-08-29,0.7,"£/kg"
"dollar_bananas",2014-08-29,0.73,"£/kg"
"acp_bananas",2014-08-29,0.64,"£/kg"
"cameroon",2014-08-29,0.65,"£/kg"
"colombia",2014-08-29,0.67,"£/kg"
"costa_rica",2014-08-29,0.77,"£/kg"
"dominican_republic",2014-08-29,0.62,"£/kg"
"ecuador",2014-08-29,0.69,"£/kg"
"panama",2014-08-29,0.82,"£/kg"
"all_bananas",2014-08-22,0.64,"£/kg"
"dollar_bananas",2014-08-22,0.66,"£/kg"
"acp_bananas",2014-08-22,0.55,"£/kg"
"colombia",2014-08-22,0.59,"£/kg"
"costa_rica",2014-08-22,0.73,"£/kg"
"dominican_republic",2014-08-22,0.6,"£/kg"
"ecuador",2014-08-22,0.61,"£/kg"
"panama",2014-08-22,0.82,"£/kg"
"surinam",2014-08-22,0.44,"£/kg"
"all_bananas",2014-08-15,0.67,"£/kg"
"dollar_bananas",2014-08-15,0.71,"£/kg"
"acp_bananas",2014-08-15,0.61,"£/kg"
"colombia",2014-08-15,0.62,"£/kg"
"costa_rica",2014-08-15,0.78,"£/kg"
"dominican_republic",2014-08-15,0.61,"£/kg"
"ecuador",2014-08-15,0.61,"£/kg"
"ghana",2014-08-15,0.61,"£/kg"
"panama",2014-08-15,0.87,"£/kg"
"all_bananas",2014-08-08,0.65,"£/kg"
"dollar_bananas",2014-08-08,0.67,"£/kg"
"acp_bananas",2014-08-08,0.61,"£/kg"
"colombia",2014-08-08,0.6,"£/kg"
"costa_rica",2014-08-08,0.69,"£/kg"
"dominican_republic",2014-08-08,0.6,"£/kg"
